PARAMETROS	UNIDAD_ORG	RESPUESTA
"TRASLADA PEDIDO Y SOLICITO INFORMACIÓN  RESPECTO AL ESTADO SITUACIONAL DEL PROYECTO: INSTALACIÓN DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y

DESARROLLO SOCIAL DE LA REGIÓN ANCASH Y OTROS.  <MBARTOLO@CONGRESO.GOB.PE>CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	OFICIO RECIBIDO CONFORME

PRESENTA CONFORMIDAD A EVALUACIÓN DE LA ETAPA II: PLANIFICARPCM	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO	SE HIZO DE CONOCIMIENTO DEL PERSONAL Y SE ARCHIVA, POR INDICACION DE LA DIRECTORA ODM

O-M Nº D001712-2020-PCM/SC - SOLICITUD DEL CONGRESISTA OMAR CHEHADE MOYA- INFORMACIÓN SOBRE RECURSOS ASIGNADOS POR AVISAJE ESTATAL, GASTOS DE EJECUCIÓN Y EMPRESAS CONTRATADAS.PCM	SECRETARIA GENERAL	NULL

TRASLADA PEDIDO DE ALCALDESA PROVINCIAL DE FERREÑAFE, RESPECTO A REACTIVACIÓN DEL SERVICIO DE TRANSPORTE PÚBLICO INTERPROVINCIAL DE PASAJEROS EN LA RUTA FERREÑAFE – CHICLAYO Y VICEVERSA. [ALOYOLA@CONGRESO.GOB.PE].CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE REMITIÓ OFICIO A LA MESA DE PARTES DEL CONGRESO Y SE RECIBIÓ CARGO

O-M Nº D001577-2020-PCM/SC - ALCANZA UNA SERIE DE MEDIDAS A FIN DE SER EVALUADAS Y APROBADAS CON LA FINALIDAD DE GARANTIZAR UN SERVICIO DE TRANSPORTE PÚBLICO URBANO SEGURO DURANTE EL PROCESO DE REANUDACIÓN DE ACTIVIDADES ECONÓMICAS. ALPCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE ATENDIO CON EL OFICIO 1032-2020-MTC 18.PDF   RECEPCIONANDO CONFORME

"REPROGRAMACIÓN DE LA III MESA DE TRABAJO VIRTUAL – TACNA AL CENTENARIO. 

CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE ACREDITO A JORGE MAVILA - OPP

CEDULA DE NOTIFICACION 4723-2020, POR CONDUCCION EN ESTADO DE EBRIEDADMINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE FINALIZA LA PRESENTE HOJA DE RUTA POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO, SE HA SOLICITADO LOS VOUCHERS DE PAGO QUE CONTIENEN ABONO DE REPARACIÓN CIVIL A FAVOR DEL MTC. GUARDA RELACIÓN CON EL LEGAJO PENAL P-008109-2020

SOLICITA SE EJECUTE LA REINCORPORACIÓN O REUBICACIÓN LABORAL LABORAL LEY N° 30484,REFIRIENDO QUE HA CUMPLIDO CON TODOS LOS FUNDAMENTOS LEGALES APROBADOSPCM	SECRETARIA GENERAL	SE REMITIO AL SERVICIO DE MENSAJERIA DEL MTC EL OFICIO Nº 0311-2019-MTC/11 PARA SU NOTIFICACION CORRESPONDIENTE.

SOLICITA SE AGILICEN LOS TRÁMITES DEL EXPEDIENTE TÉCNICO PARA LA CONSTRUCCIÓN Y ASFALTADO DE LA CARRETERA PUENTE CUMBIL - CATACHEPCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE FINALIZA CON OFIC-000557-2020-MTC/20

"INVITACIÓN A III MESA DE TRABAJO

TACNA AL CENTENARIO, ACNA. EL

MISMO QUE SE REALIZARÁ EL VIERNES 25 DE SETIEMBRE, A HORAS 16.00. (CORREO: RAULMACHACAMAMANI57@GMAIL.COM)

CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"SE ASISTIO A LA REUNION Y SE COORDINO CON LOS ALCALDES Y CONGRESISTA

"

REMITE OFICIO Nº311-2020/2021-BBR-CR -,SOLICITAN SE REMITE INFORME AL DESPACHO CONGRESAL CON CARÁCTER DE URGENCIA EL ESTADO DEL PROYECTO DE INVERSIÓN “INSTALACIÓN DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DE LA REGIÓN ÁNCASH” IDENTIFICADO CON CÓDIGO SNIP 318453, ASÍ COMO LAS ACCIONES REALIZADAS POR SU ENTIDAD A FIN DE PROCURAR LA PRONTA EJECUCIÓN DEL MISMO. CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

O-M Nº D001749-2020-PCM/SC - ELECCIÓN DE MIEMBRO Y PRESIDENTE DEL CONSEJO DIRECTIVO DE OSINERGMIN Y DESIGNACIÓN DE MIEMBRO DEL TRIBUNAL DE SOLUCIÓN DE CONTROVERSIAS.PCM	SECRETARIA GENERAL	SE REMITIÓ OFICIO CONFORME

OFICIO NRO. 802-2020-3°D-FPCEDAYCPIC-MP-FN,  SOLICITARLE INFORME SI OTORGO EL PERMISO CORRESPONDIENTE PARA EL INGRESO AL PAÍS DE LAS MERCANCÍAS CONSIGNADAS EN EL ACTA DE INCAUTACIÓN N° 235-0302-2019-000059 Y ACTA DE INCAUTACIÓN N° 235-0302-2019-000060, PROCEDENTES DE COLOMBIA Y BOLIVIAMINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	NULL

CUARTA FISCALÍA PROV. PENAL COORP DE MAYNAS, PRECISA ABSTENERSE DE EJERCITAR CONTRA EL IMPUTADO JORGE JHON TAPULLIMA VASQUEZ,POR LA COMISIÓN DE DELITO DE PELIGRO COMÚN EN SU FORMA  DE CONDUCCIÓN DE VEHÍCULO MOTORIZADO EN ESTADO DE EBRIEDAD, EN AGARVIO DEL MINISTERIO DE TRANSPORTE Y COMUNICACIONES. (CORREO: 4FPPC.MAYNAS@GMAIL.COM)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	PASA PARA ARCHIVAR

CUARTA FISCALÍA PROV. PENAL COORP DE MAYNAS, PRECISA ABSTENERSE DE EJERCITAR CONTRA EL IMPUTADO JORGE EDWIN VASQUEZ GONZALES,POR LA COMISIÓN DE DELITO DE PELIGRO COMÚN EN SU FORMA DE CONDUCCIÓN DE VEHÍCULO MOTORIZADO EN ESTADO DE EBRIEDAD, EN AGARVIO DEL MINISTERIO DE TRANSPORTE Y COMUNICACIONES. (CORREO: 4FPPC.MAYNAS@GMAIL.COM)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE TOMA CONOCIMIENTO Y SE ANEXA AL LEGAJO 9235-2019

SOLICITA OPINIÓN INSTITUCIONAL DEL PROYECTO DE LEY 6153/2020-CR, QUE PROPONE UNA “LEY QUE CREA LA LÍNEA AÉREA NACIONAL DEL PERÚ.CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIOS ENTREGADOS CONFORME

"SOLICITA OPINIÓN INSTITUCIONAL DELPROYECTO DE LEY 6174/2020-CR, QUE PROPONE UNA “LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL LA AMPLIACIÓN, EQUIPAMIENTO Y MODERNIZACIÓN DEL AERÓDROMO DE CIUDAD CONSTITUCIÓN Y ELEVAR SU CATEGORÍA A ""AEROPUERTO DE CONSTITUCIÓN"" EN LA REGIÓN PASCO”CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

SOLICITA ATENCIÓN DE DIVERSAS NECESIDADES EN BENEFICIO DE LOS PUEBLOS ORIGINARIOS DE LA PROVINCIA DE DATEM DEL MARAÑÓN, LORETO.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE ATIENDE CON INFORME 112-2020-MTC/24.05, 

BANDEJA DIGITAL: SOLICITA SE CONSIDERE LA REAPERTURA DEL SERVICIO DE TRANSPORTE INTERNACIONAL DE PASAJEROS, ENTRE OTROS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	CON OFICO Nº 814-2020-MTC/12.07 DEL 18.09.2020 SE REMITE RESPUESTA, SE NOTIFICA POR CORREO INSTITUCIONAL Y SE REMITE COPIA DE OFICIO A DESPACHO PRESIDENCIAL, SECRETARIA GENERAL Y VMT

TRASLADO OFICIO N° 0176-2020-MDH/A, CON FECHA 10 DE AGOSTO DEL 2020. CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

SOLICITA APOYO EN LA GESTIÓN DE PRIORIZACIÓN Y FINANCIAMIENTO DEL ESTUDIO Y EJECUCIÓN DEL PROYECTO “AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE INTERNET DE BANDA ANCHA EN LAS LOCALIDADES DE LA PROVINCIA DE HUAMANGA EN LA REGIÓN AYACUCHO”.PCM	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	CON OFICIO N° 1402-2020-MTC/24  +  INFORME 061-2020-MTC/24.05

"ASISTENCIA TECNICA EN EL MONITOREO Y EVALUACION DE LAS ACTIVIDADES DE MANTENIMIENTO DE LOS EQUIPOS MEDICOS Y/O CAMAS/CAMILLAS HOSPITALARIAS DE AMBIENTES DE HOSPITALIZACION TEMPORAL DEL ""HOSPITAL LANFRANCO LA HOZ"" MINISTERIO DE SALUD"	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA	SE DIO ATENCION MEDIANTE OFICIO Nº 108-2020-MTC/34.01

REMITE CÉDULA DE NOTIFICACIÓN Y VOUCHER DE DEPOSITO EN EFECTIVO DE PRINCIPIO DE OPORTUNIDAD (CARPETA FISCAL N° 195-2020)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	A CONOCIMIENTO

BANDEJA DIGITAL: SOLICITO CONSIDERE EN SU AGENDA, UNA MESA DE TRABAJO, CON LA FINALIDAD DE ABORDAR LA GRAVE SITUACIÓN QUE ATRAVIESA EL SECTOR TURISMO EN NUESTRO PAÍSPCM	SECRETARIA GENERAL	SE REMITIÓ OFICIO AL MINCETUR Y SE RECIBIÓ CONFORME

"REMITE COMUNICACIONES CIUDADANOS LUIS ENRIQUE SANTILLANA CASTILLO Y OTROS, SOLICITA SE EVALÚE PROPUESTA PARA LA

PARTICIPACIÓN DEL ESTADO EN EL

ACCIONARIADO DE EMPRESA PERUVIAN

AIRLINES, ENTRE OTROS

PCM"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE HA REMITIDO VIA CORREO ELECTRONICO LOS DOCUMENTOS QUE SE ADJUNTAN EN EL PRESENTE EXPEDIENTE AL USUARIO, Y EN COPIA A LA SECRETARIA DE LA PCM ASI COMO A LOS CORREOS DE LSECRETARIA GENERAL DEL MTC Y VMT.

SOLICITA ACCIÓN DE CUMPLIMIENTO DE LOS BENEFICIARIOS A LA REUBICACIÓN LABORAL GENERAL DE LA LEY N° 30484 EN EL SECTOR TRANSPORTES A NIVEL NACIONALPCM	SECRETARIA GENERAL	SE REMITIO AL SERVICIO DE MENSAJERIA DEL MTC EL OFICIO Nº 0310-2019-MTC/11 PARA SU NOTIFICACION CORRESPONDIENTE.

EN REPRESENTACIÓN DE LA ASOCIACIÓN CIVIL PARA EL DESARROLLO DE BRETAÑA - ASCIDEBRE, SOLICITA LA EJECUCIÓN DE OBRAS EN BENEFICIO DE LA POBLACIÓN DE LA LOCALIDAD DE BRETAÑA, EN EL DEPARTAMENTO DE LORETO.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE BRINDÓ ATENCIÓN MEDIANTE CARTA F NRO. 222-2020-MTC/21.OPP DIRIGIDA AL REPRESENTANTE DE LA ASOCIACIÓN CIVIL PARA EL DESARROLLO DE BRETAÑA - LORETO REF. EXP. PVD E012021990 Y H.R MTC E-194236-2020

"INTERCEDER EN LA CONSIDERACIÓN DE PROYECTOS DE INVERSIÓN EN LA LEY DE PRESUPUESTO DEL AÑO 2021 A LA MUNICIPALIDAD DISTRITAL DE SINCOS, MEJORAMIENTO Y REHABILITACION DE LA CARRETERA VECINAL EMP. JU 832 (ARAMACHAY) MASCA PICO – SAN JUAN DE MIRAFLORES- HUARIPATA – EMP JU -747 - DEL

DISTRITO DE SINCOS, PROVINCIA DE JAUJA – REGION JUNIN  REF : OFICIO N° 257-2020-A/MDS

(CCOMBINA@CONGRESO.GOB.PE)CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

"SEGUNDA FISCALIA PROVINCIAL PENAL COPRPORATIVA DE SANTA ROSA  -PRIEMR DESPACHO DISTRITAL FISCAL DE LIMA NOROESTE: SOLICITA SE INFORME SOBRE LAS INFRACCIONES DE REGLAS DE TRANSITO EFECTUADAS POR PERSONAS JURIDICAS  TURISMO FOX BUS SAC Y OTROS.

(2FPPCSRPRIMERDESP@GMAIL.COM)MINISTERIO PUBLICO"	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)	SE ADJUNTA ACUSE DE RECIBO (CORREO ELECTRÓNICO) DE OFICIO N° 6862-2020-MTC/17.02

REMITE DISPOSICION DE ABSTENCION DE LA ACCION PENAL  DE INVESITGADO LUIS TEODORO PRUDENCIO ALVINOMINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE HA FINALIZADO LA PRESENTE HOJA DE RUTA POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA PEDIDO INFORMACIÓN RESPECTO DE ABONO DE REPARACIÓN CIVIL. GUARDA RELACIÓN CON EL LEGAJO PENAL P-18523-2020

BANDEJA DIGITAL: REMITE INFORME RESPECTO AL PROYECTO DE LEY N° 5824/2020- CR QUE MODIFICA Y REGULA LA LEY N° 28874, LEY DE PUBLICIDAD ESTATAL.PCM	SECRETARIA GENERAL	NULL

EN REPRESENTACION DE  LA COMISION DESCENTRALIZACIÓN, REGIONALIZACIÓN, GOBIERNOS LOCALES Y MODERNIZACIÓN DE LA GESTIÓN DEL ESTADO, SOLICITA OPINION TECNICA  LEGAL  DE PROYECTO DE LEY  6012/2020-CRCONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

"REMISIÓN DE DOCUMENTOS A TRAVÉS DE LA MESA DE PARTES VIRTUAL DE LA SECRETARÍA GENERAL. 

MINISTERIO PUBLICO"	SECRETARIA GENERAL	SE TOMÓ CONOCIMIENTO

REMITE OFICIO N° 129-2020 DE FECHA 08 DE SETIEMBRE DE 2020.REF. CARTA FISCAL 129-2020(<SARITAANAYHUAMAN@GMAIL.COM>)MINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE PROCEDE A FINALIZAR EN MERITO AL DOCUMENTO CONSIGNADO LINEAS ARRIBA

SOLICITO REUNIÓN PRESENCIAL CON EL MINISTRO DE TRANSPORTES Y COMUNICACIONESCONGRESO DE LA REPUBLICA	DESPACHO MINISTERIAL	SE ATENDIÓ EL 12.10.20

OFICIO 22 (MINISTERIO PÚBLICO - SOLICITO INFORMACIÓN (2D-FSCEDCF))V- SOLICITAN CON CARACTER DE MUY URGENTE  SE LE INFORME SOBRE LAS RUTAS QUE COMPREDE EL SERVICIO DE GESTION VIAL SERVICIO DE RED VIAL N°2  PROYECTO DE REDES VIALES  REGIONALES INTEGRADO CUSCOMINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE TRANSPORTES	FUE ATENDIDO CON OFICIO 3916-2020-MTC/19 EL DÍA 05.10.2020

REF. OFICIO N° 015-2020-MTC/01. OFICIO N° 016-2020-MTC/01. REMITE CONTRATOS DE PERSONAL ALTAMENTE CALIFICADO. MINISTERIO DE ECONOMIA Y FINANZAS	SECRETARIA GENERAL	SE RECEPCIONISTAS LOS CONTRATOS DE LA SRA JESSICA R  SR  ARNUFOR SOTELO 

TRASLADAN  MEMORIAL, SUSCRITA POR AUTORIDADES POLÍTICAS Y CIVILES, REPRESENTANTES DE LAS INSTITUCIONES PÚBLICAS Y ORGANIZACIONES DE LA SOCIEDAD CIVIL, ORGANIZACIONES DE BASE, ENTRE OTROS DEL CASERÍO DE PAMPAS DE JAGUEY, DISTRITO DE CHICAMA, PROVINCIA DE ASCOPE DE LA REGIÓN LA LIBERTAD.CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	OFICIO ENTREGADO CONFORME

RECLAMO PRESENTANDO POR EL CIUDADANO EDWARD GIANCARLO  SUAREZ MENDOZA . PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	ATENDIDO POR ESPEC. MLG  CON OFICIOS N° 11346 Y 11347-2020-MTC/17.03. REMITIÉNDOSE LOS ACTUADOS A ARCHIVO PARA SU CUSTODIA 

"BANDEJA DIGITAL: SOLICITA LA DESIGNACIÓN DE UN (1)
MIEMBRO DEL TRIBUNAL DE SOLUCIÓN DE CONTROVERSIAS DE ESTE ORGANISMO, QUE CORRESPONDE SER
PROPUESTO POR LA PRESIDENCIA DEL CONSEJO DE MINISTROS.PCM"	SECRETARIA GENERAL	SE REMITIÓ OFICIO CONFORME

"PARA CONOCIMIENTO Y FINES , TRASLADA DOCUMENTO DEL ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE CORTEGANA PROVINCIA DE CELENDIN -REGION CAJAMRCA , SOLICITA SE CONSIDERE PRESUPUESTO PUBLICO DEL AÑO FISCAL 2021PARA PROYECTO ¨MEJORAMIENTO Y REHABILITACION DEL CAMINO VECINAL PERLAMAYO-CORTEGANA -CUI 289168¨

(RORE@CONGRESO.GOB.PE)CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

BANDEJA DIGITAL: SOLICITO SE AUTORICE COMO ACTIVIDAD ESENCIAL UN PORCENTAJE DE FLOTA PARA QUE OPERE EL TRANSPORTE INTERPROVINCIAL EN LAS PROVINCIAS DE LA REGIÓN LA LIBERTAD.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE FINALIZA CON ACUSE DE RECIBO

SOLICITO INFORME SOBRE EL ESTADO DE LA CARRETERA PUCHCA – MIRGAS, PROVINCIA DE ANTONIO RAIMONDI, REGIÓN ÁNCASHCONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

REMITE CÉDULA DE NOTIFICACIÓN Y VOUCHER DE DEPOSITO EN EFECTIVO DE PRINCIPIO DE OPORTUNIDAD (CARPETA FISCAL N° 1993-2020)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	A CONOCIMIENTO

REMITE ACTA DE REUNIÓN EXTRAORDINARIA N°07 DE LA MANCOMUNIDAD MUNICIPAL FRENTE NORTE DEL LLUCAN.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"ATENDIDO EL 26 DE OCTUBRE DEL 2020 CON OFICIO N° 1558 -2020-MTC/21.GMS AL

SEÑOR JOSE ÁNGEL MONTENEGRO CABRERA

PRESIDENTE DE LA MANCOMUNIDAD MUNICIPAL FRENTE NORTE DEL ILUCÁN"

REMITE CÉDULA DE NOTIFICACIÓN Y VOUCHER DE DEPOSITO EN EFECTIVO DE PRINCIPIO DE OPORTUNIDAD (CARPETA FISCAL N° 436-2020)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	A CONOCIMIENTO

"SOLICITUD DE REUNIÓN CON SU DISTINGUIDA PERSONA Y LOS REPRESENTANTES DE PROVIAS NACIONAL Y LA EMPRESA CONSORCIO VIAL SELVA CENTRAL PARA PODER LLEGAR A UN ACUERDO CONCRETO RESPECTO A LA EJECUCIÓN DEL COMPONENTE DENOMINADO: “CONSERVACIÓN PERIÓDICA DEL TRAMO 8 DEL CORREDOR HUALLAPAMPA”. 

CONGRESO DE LA REPUBLICA"	DESPACHO MINISTERIAL	SE ATENDIO Y ARCHIVO , SE TOMÓ CONOCIMIENTO 

INVITACIÓN A LA OCTAVA SESIÓN EXTRAORDINARIA DE LA COMISIÓN. CONGRESO DE LA REPUBLICA	DESPACHO MINISTERIAL	AENDIDO CON OFICIO N° 152-20200-MTC/01.

2 FPPC ANDHUAYLAS/ REMITE DISPOSICIÓN FISCAL N 01 , EN LA INVESTIGACIÓN FISCAL SIGNADA EN LA CARPETA FISCAL N° 598-2020. MINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE FINALIZA LA PRESENTE HOJA DE RUTA, POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO REMISIÓN DE ÚLTIMAS PIEZAS PROCESALES. GUARDA RELACIÓN CON EL LEGAJO PENAL P-017999-2020

CÉDULA DE NOTIFICACIÓN 3886-2020 DE LA 1°FPPCV-3°DESPACHO DEL MINISTERIO PUBLICO DF. LIMA NOROESTE.MINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE FINALIZA LA PRESENTE HOJA DE RUTA, POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO VOUCHER DE PAGO POR CONCEPTO DE REPARACIÓN CIIVL EN EL DESPACHO FISCAL. GUARDA RELACIÓN CON EL LEGAJO PENAL P-017998-2020

CONDUCCIÓN EN ESTADO DE EBRIEDAD O DROGADICCION.MINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE FINALIZA LA PRESENTE HOJA DE RUTA, POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO VOUCHER DE PAGO POR CONCEPTO DE REPARACIÓN CIIVL EN EL DESPACHO FISCAL. GUARDA RELACIÓN CON EL LEGAJO PENAL P-032802-2020

02º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE ANDAHUAYLAS - REMITE CÉDULA DE NOTIFICACIÓN Nº 4836-2020, CASO 1406024502-2019-1559-0, SEGUIDO CONTRA FRANKLIN CIRILO CCAYCO LAYO.  <JOSUEVAB@HOTMAIL.COM>MINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE FINALIZA LA PRESENTE HOJA DE RUTA, POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO ÚLTIMOS ACTUADOS. GUARDA RELACIÓN CON EL LEGAJO PENAL P-018313-2020

DISTRITO FISCAL DE MADRE DE DIOS-FISCALÍA PROVINCIAL MIXTA DE TAHUAMANU - IÑAPAR: SOLICITA INFORME DOCUMENTADO RESPECTO DE LOS DESVIOS (CAMINOS VECINALES U OTROS )EXISTEN QUE COENTAN LA CARRETERA  INTEROCEANICA IÑAPARI - PUERTO MALDONADO . EN EL PLAZO DE 05 DIAS HABILES. MINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"ATENDIDO CON OFICIO 1375-2020-MTC/21.GMS AL  FISCAL ADJUNTO PROVINCIAL TITULAR

FISCALÍA PROVINCIAL MIXTA TAHUAMANU - IÑAPARI DEL DISTRITAL FISCAL DE MADRE DE DIOS EL 29.09.2020

"

CÉDULA DE NOTIFICACIÓN 3884-2020 DE LA 1°FPPCV - 3° DESPACHO DEL MINISTERIO PUBLICO DF. LIMA NOROESTEMINISTERIO PUBLICO	PROCURADURIA PUBLICA	SE FINALIZA LA PRESENTE HOJA DE RUTA, POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO VOUCHER DE PAGO POR CONCEPTO DE REPARACIÓN CIIVL EN EL DESPACHO FISCAL. GUARDA RELACIÓN CON EL LEGAJO PENAL P-017996-2020

REMITE DISPOSICIÓN N° 01-2020, CONTINUACIÓN DE DILIGENCIAS PRELIMINARES EN SEDE FISCAL (CASO NRO. 2506014501-2020-456-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	A CONOCIMIENTO

REMITE CÉDULA DE NOTIFICACIÓN Y VOUCHER DE DEPOSITO EN EFECTIVO DE PRINCIPIO DE OPORTUNIDAD (CARPETA FISCAL N° 41-2020)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	A CONOCIMIENTO

EL OFICIO N°308-2020-2021-ABA/CR, SOLICITANDO SE BRINDE POLÍTICAS DE CONTROL PARA EL PROBLEMA DE ELECTRIFICACIÓN EN LOS DISTRITOS DE LA PROVINCIA DE HUAROCHIRÍ.(<ABENITES@CONGRESO.GOB.PE>)CONGRESO DE LA REPUBLICA	SECRETARIA GENERAL	SE REMITIÓ OFICIO AL CONGRESO Y SE RECIBIÓ CONFORME

OFICIO Nº D004388-2020-PCM-SC - EL REMITENTE HACE DE CONOCIMIENTO UNA PRESUNTA COMISIÓN DE DELITOS EN AGRAVIO DEL ESTADO, CRIMEN ORGANIZADO, COLUSIÓN Y OTROS, POR PARTE DE FUNCIONARIOS PÚBLICOS DE PROVÍAS NACIONAL- MTC, CONSORCIO VIAL PALLASCA, EL EX PRESIDENTE DE LA COMUNIDAD CAMPESINA PALLASCA ENTRE OTROS.PCM	SECRETARIA GENERAL	SE EMITIO MEMORANDUM A L AREA USUARIA A FIN DE QUE INFORME RESPECTO AL PROCEDIMIENTO DEL BIEN EXPROPIADO, PARA DAR RESPUESTA A DENUNCIANTE Y A PCM

OFICIO DE REQUERIMIENTO DE INFORMACIÓN - SUB GERENCIA DE ATENCIÓN DE DENUNCIAS - CONTRALORÍA GENERAL DE LA REPÚBLICACONTRALORIA GENERAL DE LA REPUBLICA	OFICINA GENERAL DE ADMINISTRACION	SE ATENDIO CON OFICIO N° 085-2020-MTC/10.01 DE FECHA 23/09/2020, EL CUAL SE NOTIFICO EL MISMO DIA A TRAVES DEL COURRIER DEL MTC.

REMITE CÉDULA DE NOTIFICACIÓN Y VOUCHER DE DEPOSITO EN EFECTIVO DE PRINCIPIO DE OPORTUNIDAD (CARPETA FISCAL N° 197-2020)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	A CONOCIMIENTO

SE REMITE OFICIO CIRCULAR Nº 009-2020-EF/50.03, MODIFICACIONES PRESUPUESTARIAS EN EL MARCO DEL NUMERAL 9.12.2 DEL ARTÍCULO 9 DEL DECRETO DE URGENCIA N° 014-2019, DECRETO DE URGENCIA QUE APRUEBA EL PRESUPUESTO DEL SECTOR PÚBLICO PARA EL AÑO FISCAL 2020MINISTERIO DE ECONOMIA Y FINANZAS	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO	SE HIZO DE CONOCIMIENTO A PVN, PVD Y A LA OFICINA GENERAL DE GESTIÓN DE RECURSOS HUMANOS CON EL MEMO (M) N° 185-2020-MTC/09, SOLICITANDO QUE INFORMEN SI EFECTUARÁN MODIFICACIONES PRESUPUESTARIAS SEGÚN LO INDICADO EN EL REFERIDO OFICIO. LAS UE RESPONDIERON QUE NO EFECTUARÁN MODIFICACIONES.

REQUERIMIENTO DE EJECUCIÓN DE PROYECTOS DE INVERSIÓN PARA EL DISTRITO DE CHIGUIRIP, REGIÓN CAJAMARCA. CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO ENTREGADO CONFORME

O-M Nº D001580-2020-PCM-SC - TRASLADA COPIA DE LA CARTA CURSADA AL SEÑOR VICEMINISTRO DE ORDEN INTERNO DEL MINISTERIO DEL INTERIOR, EN RELACIÓN A LA ACTIVIDAD DE TRANSPORTES INTERPROVINCIAL DE PASAJEROS DESDE LAS CIUDADES DE LIMA, HUANCAYO, PASCO, HUÁNUCO Y LA OROYA A LA COMPAÑÍA MINERA CHUNGAR.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

